MISSING_RATE,FRAC_SIG,N_SAMPLE,label,tp,fn,fp,tn,avg_mag_error,num_sign_error,n_sig,n_true,N_SIM,avg_mag_error_obs,fdr,tpr,fpr,ppv,f1
0,0.4,75,bayes,1277,923,84,3116,0.8692690117868909,0,1361,2200,20100,199,0.06171932402645114,0.5804545454545454,0.02625,0.9382806759735489,0.35860713282785733
0,0.4,75,bh,1125,1075,41,3159,1.1424295151823025,0,1166,2200,20100,199,0.03516295025728988,0.5113636363636364,0.0128125,0.9648370497427101,0.3342245989304813
0,0.4,75,bon,733,1467,3,3197,1.1368544082629821,0,736,2200,20100,199,0.004076086956521739,0.3331818181818182,9.375e-4,0.9959239130434783,0.24965940054495916
0,0.4,75,raw,1480,720,167,3033,1.1803797640732194,0,1647,2200,20100,200,0.10139647844565877,0.6727272727272727,0.0521875,0.8986035215543412,0.3847153626202236
0,0.4,100,bayes,1534,666,106,3094,0.9124960095320114,0,1640,2200,20100,200,0.06463414634146342,0.6972727272727273,0.033125,0.9353658536585365,0.39947916666666666
0,0.4,100,bh,1398,802,58,3142,1.1321892943487235,0,1456,2200,20100,200,0.03983516483516483,0.6354545454545455,0.018125,0.9601648351648352,0.3823851203501094
0,0.4,100,bon,1042,1158,3,3197,1.1544982927623049,0,1045,2200,20100,200,0.0028708133971291866,0.47363636363636363,9.375e-4,0.9971291866028709,0.32110939907550073
0,0.4,100,raw,1664,536,175,3025,1.1246261095397407,0,1839,2200,20100,200,0.09516041326808047,0.7563636363636363,0.0546875,0.9048395867319196,0.411983164149542
0,0.4,150,bayes,1780,420,102,3098,0.9251381464797827,0,1882,2200,20100,200,0.05419766206163656,0.8090909090909091,0.031875,0.9458023379383634,0.4360607545320921
0,0.4,150,bh,1674,526,40,3160,1.074274606138602,0,1714,2200,20100,200,0.023337222870478413,0.7609090909090909,0.0125,0.9766627771295215,0.42769545222279
0,0.4,150,bon,1391,809,3,3197,1.0780925602955946,0,1394,2200,20100,200,0.002152080344332855,0.6322727272727273,9.375e-4,0.9978479196556671,0.38703394546466335
0,0.4,150,raw,1841,359,140,3060,1.0724817635236301,0,1981,2200,20100,200,0.0706713780918728,0.8368181818181818,0.04375,0.9293286219081272,0.44032528103324564
0,0.5,25,bayes,481,2319,31,2569,0.6677845323721536,1,512,2800,20100,200,0.060546875,0.1717857142857143,0.011923076923076923,0.939453125,0.14522946859903382
0,0.5,25,bh,144,2656,7,2593,0.4787229174108021,0,151,2800,20100,200,0.046357615894039736,0.05142857142857143,0.002692307692307692,0.9536423841059603,0.04879701796001355
0,0.5,25,bon,47,2753,1,2599,0.4137105620568204,0,48,2800,20100,200,0.020833333333333332,0.016785714285714286,3.846153846153846e-4,0.9791666666666666,0.016502808988764044
0,0.5,25,raw,857,1943,117,2483,1.7678340554259229,2,974,2800,20100,194,0.12012320328542095,0.30607142857142855,0.045,0.8798767967145791,0.22708002119766824
0,0.5,50,bayes,1246,1554,65,2535,0.9461528085930394,0,1311,2800,20100,199,0.04958047292143402,0.445,0.025,0.950419527078566,0.3030892726830455
0,0.5,50,bh,1000,1800,26,2574,1.2186643016905303,0,1026,2800,20100,199,0.025341130604288498,0.35714285714285715,0.01,0.9746588693957114,0.26136957658128596
0,0.5,50,bon,496,2304,2,2598,1.2053916291572162,0,498,2800,20100,199,0.004016064257028112,0.17714285714285713,7.692307692307692e-4,0.9959839357429718,0.15039417828987264
0,0.5,50,raw,1546,1254,141,2459,1.3232751259403948,1,1687,2800,20100,199,0.08358032009484291,0.5521428571428572,0.05423076923076923,0.916419679905157,0.34455092489413863
0,0.5,75,bayes,1705,1095,107,2493,0.9906248485303552,0,1812,2800,20100,200,0.05905077262693157,0.6089285714285714,0.04115384615384615,0.9409492273730684,0.36968777103209016
0,0.5,75,bh,1503,1297,60,2540,1.216615086567406,0,1563,2800,20100,200,0.03838771593090211,0.5367857142857143,0.023076923076923078,0.9616122840690979,0.3444877377950952
0,0.5,75,bon,962,1838,2,2598,1.2623398722571257,0,964,2800,20100,200,0.002074688796680498,0.3435714285714286,7.692307692307692e-4,0.9979253112033195,0.2555791710945803
0,0.5,75,raw,1872,928,169,2431,1.225017222482588,0,2041,2800,20100,200,0.08280254777070063,0.6685714285714286,0.065,0.9171974522292994,0.38669696343730636
0,0.5,100,bayes,1935,865,77,2523,0.9398465482149158,3,2012,2800,20100,200,0.03827037773359841,0.6910714285714286,0.029615384615384616,0.9617296222664016,0.4021197007481297
0,0.5,100,bh,1778,1022,52,2548,1.128697728833588,0,1830,2800,20100,200,0.02841530054644809,0.635,0.02,0.9715846994535519,0.3840172786177106
0,0.5,100,bon,1248,1552,7,2593,1.154270746598723,0,1255,2800,20100,200,0.005577689243027889,0.44571428571428573,0.002692307692307692,0.9944223107569721,0.30776818742293466
0,0.5,100,raw,2081,719,126,2474,1.1177197212611365,3,2207,2800,20100,200,0.057091073855913006,0.7432142857142857,0.04846153846153846,0.942908926144087,0.41561813461154384
0,0.5,150,bayes,2241,559,115,2485,0.9635389006894336,1,2356,2800,20100,200,0.04881154499151104,0.8003571428571429,0.04423076923076923,0.9511884550084889,0.43463925523661756
0,0.5,150,bh,2135,665,62,2538,1.0900851061996613,0,2197,2800,20100,200,0.028220300409649523,0.7625,0.023846153846153847,0.9717796995903505,0.4272563538122873
0,0.5,150,bon,1723,1077,3,2597,1.095309159609135,0,1726,2800,20100,200,0.0017381228273464658,0.6153571428571428,0.001153846153846154,0.9982618771726536,0.38068935041979673
0,0.5,150,raw,2295,505,148,2452,1.0864365118176802,1,2443,2800,20100,200,0.06058125255832992,0.8196428571428571,0.056923076923076923,0.9394187474416701,0.4377264924661453
0,0.6,25,bayes,641,2759,34,1966,0.7520408008289481,0,675,3400,20100,199,0.05037037037037037,0.1885294117647059,0.017,0.9496296296296296,0.15730061349693253
0,0.6,25,bh,232,3168,7,1993,0.548024728648438,0,239,3400,20100,199,0.029288702928870293,0.06823529411764706,0.0035,0.9707112970711297,0.06375377851057983
0,0.6,25,bon,61,3339,1,1999,0.5212765173448534,0,62,3400,20100,199,0.016129032258064516,0.017941176470588235,5e-4,0.9838709677419355,0.017619872905834777
0,0.6,25,raw,995,2405,99,1901,1.8163517203467223,2,1094,3400,20100,189,0.09049360146252285,0.2926470588235294,0.0495,0.9095063985374772,0.22140631953716067
0,0.6,50,bayes,1442,1958,56,1944,0.9531058590852269,1,1498,3400,20100,199,0.037383177570093455,0.42411764705882354,0.028,0.9626168224299065,0.2944058799510004
0,0.6,50,bh,1161,2239,26,1974,1.2256524680720928,0,1187,3400,20100,200,0.02190395956192081,0.34147058823529414,0.013,0.9780960404380792,0.25310660562459125
0,0.6,50,bon,529,2871,1,1999,1.2199228115397616,0,530,3400,20100,200,0.0018867924528301887,0.15558823529411764,5e-4,0.9981132075471698,0.13460559796437657
0,0.6,50,raw,1754,1646,112,1888,1.3200233300688362,3,1866,3400,20100,196,0.06002143622722401,0.5158823529411765,0.056,0.939978563772776,0.3330801367261679
0,0.6,75,bayes,1962,1438,52,1948,0.9341774874508766,0,2014,3400,20100,200,0.025819265143992055,0.5770588235294117,0.026,0.974180734856008,0.3623937938677503
0,0.6,75,bh,1706,1694,28,1972,1.1484873363773862,0,1734,3400,20100,200,0.016147635524798153,0.5017647058823529,0.014,0.9838523644752019,0.3322945072068562
0,0.6,75,bon,991,2409,2,1998,1.1839254316753915,0,993,3400,20100,199,0.002014098690835851,0.2914705882352941,0.001,0.9979859013091642,0.2255861597996813
0,0.6,75,raw,2154,1246,86,1914,1.1600718133611305,2,2240,3400,20100,200,0.038392857142857145,0.6335294117647059,0.043,0.9616071428571429,0.3819148936170213
0,0.6,100,bayes,2340,1060,62,1938,0.9901314917617364,1,2402,3400,20100,200,0.025811823480432972,0.6882352941176471,0.031,0.974188176519567,0.40330920372285417
0,0.6,100,bh,2171,1229,33,1967,1.156300811435188,1,2204,3400,20100,200,0.014972776769509982,0.6385294117647059,0.0165,0.98502722323049,0.3874018558172733
0,0.6,100,bon,1468,1932,1,1999,1.1610450304799382,0,1469,3400,20100,200,6.807351940095302e-4,0.43176470588235294,5e-4,0.9993192648059904,0.30149928116656394
0,0.6,100,raw,2477,923,93,1907,1.1593551091345626,2,2570,3400,20100,200,0.03618677042801557,0.7285294117647059,0.0465,0.9638132295719845,0.41490787269681745
0,0.6,150,bayes,2684,716,67,1933,1.0007361023945627,0,2751,3400,20100,200,0.024354780079970918,0.7894117647058824,0.0335,0.9756452199200291,0.43635181271338
0,0.6,150,bh,2587,813,39,1961,1.1063072639933547,0,2626,3400,20100,200,0.01485148514851485,0.7608823529411765,0.0195,0.9851485148514851,0.42930633919681377
0,0.6,150,bon,2049,1351,2,1998,1.111966790892274,0,2051,3400,20100,200,9.751340809361287e-4,0.6026470588235294,0.001,0.9990248659190639,0.375894331315355
0,0.6,150,raw,2744,656,89,1911,1.1057675342859588,1,2833,3400,20100,200,0.03141546064242852,0.8070588235294117,0.0445,0.9685845393575715,0.4402374458527194
0,0.7,25,bayes,797,3003,36,1564,0.9283562930446737,1,833,3800,20100,199,0.04321728691476591,0.20973684210526317,0.0225,0.9567827130852341,0.17202676451543278
0,0.7,25,bh,326,3474,12,1588,0.688357102585664,0,338,3800,20100,199,0.03550295857988166,0.08578947368421053,0.0075,0.9644970414201184,0.07878202029966166
0,0.7,25,bon,62,3738,0,1600,0.5574652923334636,0,62,3800,20100,200,0,0.01631578947368421,0,1,0.01605385810460901
0,0.7,25,raw,1122,2678,82,1518,1.8441905923259083,4,1204,3800,20100,196,0.0681063122923588,0.29526315789473684,0.05125,0.9318936877076411,0.22422062350119903
0,0.7,50,bayes,1653,2147,60,1540,1.0161969407950715,3,1713,3800,20100,200,0.03502626970227671,0.435,0.0375,0.9649737302977233,0.29983674950117906
0,0.7,50,bh,1280,2520,32,1568,1.1960663365343613,1,1312,3800,20100,199,0.024390243902439025,0.3368421052631579,0.02,0.975609756097561,0.2503912363067292
0,0.7,50,bon,564,3236,5,1595,1.2072733692215434,0,569,3800,20100,199,0.008787346221441126,0.14842105263157895,0.003125,0.9912126537785588,0.12909132524605174
0,0.7,50,raw,1986,1814,104,1496,1.3852022930059678,7,2090,3800,20100,199,0.049760765550239235,0.5226315789473684,0.065,0.9502392344497608,0.33718166383701187
0,0.7,75,bayes,2181,1619,48,1552,0.9753584154639054,0,2229,3800,20100,200,0.021534320323014805,0.5739473684210527,0.03,0.9784656796769852,0.36175153425111956
0,0.7,75,bh,1937,1863,28,1572,1.1820172419072514,0,1965,3800,20100,199,0.014249363867684479,0.5097368421052632,0.0175,0.9857506361323155,0.3359930615784909
0,0.7,75,bon,1112,2688,3,1597,1.2076110221616743,0,1115,3800,20100,199,0.0026905829596412557,0.2926315789473684,0.001875,0.9973094170403587,0.22624618514750763
0,0.7,75,raw,2382,1418,70,1530,1.1961254657141367,1,2452,3800,20100,200,0.028548123980424143,0.6268421052631579,0.04375,0.9714518760195758,0.3809980806142034
0,0.7,100,bayes,2581,1219,58,1542,1.0081993189699259,0,2639,3800,20100,200,0.02197802197802198,0.6792105263157895,0.03625,0.978021978021978,0.4008386395403013
0,0.7,100,bh,2420,1380,37,1563,1.1628630479942972,0,2457,3800,20100,200,0.015059015059015059,0.6368421052631579,0.023125,0.9849409849409849,0.3867668211603005
0,0.7,100,bon,1625,2175,6,1594,1.1617618666394458,0,1631,3800,20100,200,0.003678724708767627,0.4276315789473684,0.00375,0.9963212752912324,0.29920824894126313
0,0.7,100,raw,2701,1099,75,1525,1.1584519920951963,0,2776,3800,20100,200,0.02701729106628242,0.7107894736842105,0.046875,0.9729827089337176,0.4107360097323601
0,0.7,150,bayes,2987,813,48,1552,1.00562349706638,0,3035,3800,20100,200,0.015815485996705108,0.7860526315789473,0.03,0.9841845140032949,0.4370153621068032
0,0.7,150,bh,2899,901,31,1569,1.1006827668297048,0,2930,3800,20100,200,0.010580204778156996,0.7628947368421053,0.019375,0.989419795221843,0.43075780089153054
0,0.7,150,bon,2222,1578,3,1597,1.1057177896499484,0,2225,3800,20100,200,0.001348314606741573,0.5847368421052631,0.001875,0.9986516853932584,0.36879668049792536
0,0.7,150,raw,3037,763,57,1543,1.1054558397373009,0,3094,3800,20100,200,0.018422753716871364,0.7992105263157895,0.035625,0.9815772462831286,0.4405279953582825
0,0.8,25,bayes,895,3505,26,974,0.9997738877825038,3,921,4400,20100,200,0.02823018458197611,0.2034090909090909,0.026,0.9717698154180239,0.1682014658898703
0,0.8,25,bh,319,4081,3,997,0.7442005537366694,0,322,4400,20100,200,0.009316770186335404,0.0725,0.003,0.9906832298136646,0.06755612028801355
0,0.8,25,bon,75,4325,0,1000,0.6977524848804224,0,75,4400,20100,200,0,0.017045454545454544,0,1,0.01675977653631285
0,0.8,25,raw,1270,3130,40,960,1.8404057206277722,6,1310,4400,20100,197,0.030534351145038167,0.28863636363636364,0.04,0.9694656488549618,0.2224168126094571
0,0.8,50,bayes,1986,2414,29,971,1.0569046088108658,2,2015,4400,20100,200,0.014392059553349877,0.45136363636363636,0.029,0.9856079404466501,0.3095869056897896
0,0.8,50,bh,1588,2812,11,989,1.246528410934203,1,1599,4400,20100,200,0.0068792995622263915,0.3609090909090909,0.011,0.9931207004377736,0.2647107851308551
0,0.8,50,bon,685,3715,1,999,1.2556892867269815,0,686,4400,20100,200,0.0014577259475218659,0.15568181818181817,0.001,0.9985422740524781,0.13468344475029492
0,0.8,50,raw,2302,2098,48,952,1.3664548314653735,3,2350,4400,20100,200,0.020425531914893616,0.5231818181818182,0.048,0.9795744680851064,0.341037037037037
0,0.8,75,bayes,2572,1828,36,964,1.1217803452614312,2,2608,4400,20100,200,0.013803680981595092,0.5845454545454546,0.036,0.9861963190184049,0.3670091324200913
0,0.8,75,bh,2333,2067,22,978,1.254120525737853,0,2355,4400,20100,200,0.009341825902335456,0.5302272727272728,0.022,0.9906581740976645,0.3453737971872687
0,0.8,75,bon,1309,3091,2,998,1.2721213983318753,0,1311,4400,20100,200,0.0015255530129672007,0.2975,0.002,0.9984744469870328,0.22920679390649623
0,0.8,75,raw,2745,1655,48,952,1.3108460709539633,2,2793,4400,20100,200,0.017185821697099892,0.6238636363636364,0.048,0.9828141783029001,0.3816210204365355
0,0.8,100,bayes,2810,1590,27,973,1.016298125910763,2,2837,4400,20100,200,0.009517095523440254,0.6386363636363637,0.027,0.9904829044765597,0.3882824374740915
0,0.8,100,bh,2633,1767,19,981,1.1544280045375566,2,2652,4400,20100,200,0.007164404223227752,0.5984090909090909,0.019,0.9928355957767723,0.37336925694838347
0,0.8,100,bon,1652,2748,0,1000,1.1580805691015674,0,1652,4400,20100,200,0,0.37545454545454543,0,1,0.2729676140118969
0,0.8,100,raw,2947,1453,43,957,1.1525680292170979,2,2990,4400,20100,200,0.014381270903010033,0.6697727272727273,0.043,0.98561872909699,0.3987821380243573
0,0.8,150,bayes,3327,1073,46,954,1.0253399452801562,0,3373,4400,20100,200,0.013637711236288172,0.7561363636363636,0.046,0.9863622887637118,0.4280200694712466
0,0.8,150,bh,3217,1183,38,962,1.1187250786346008,0,3255,4400,20100,200,0.011674347158218126,0.7311363636363636,0.038,0.9883256528417819,0.4202482037883735
0,0.8,150,bon,2394,2006,2,998,1.1144724363210554,0,2396,4400,20100,200,8.347245409015025e-4,0.5440909090909091,0.002,0.9991652754590985,0.3522660388463802
0,0.8,150,raw,3378,1022,53,947,1.1162456545198087,0,3431,4400,20100,200,0.015447391431069659,0.7677272727272727,0.053,0.9845526085689303,0.43136253352062315
